,Year,Strata,Strata_Name,Cause_Desc,Count
419,2016,Race-Ethnicity,Black,Chronic liver disease and cirrhosis,215
420,2016,Race-Ethnicity,Black,Chronic lower respiratory diseases,807
421,2016,Race-Ethnicity,Black,Diabetes mellitus,929
422,2016,Race-Ethnicity,Black,Diseases of heart,4933
423,2016,Race-Ethnicity,Black,Essential hypertension and hypertensive renal disease,439
424,2016,Race-Ethnicity,Black,Influenza and pneumonia,354
425,2016,Race-Ethnicity,Black,Intentional self-harm (suicide),70
426,2016,Race-Ethnicity,Black,Malignant neoplasms,4245
427,2016,Race-Ethnicity,Black,"Nephritis, nephrotic syndrome and nephrosis",373
428,2016,Race-Ethnicity,Black,Parkinson's disease,43
429,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Accidents (unintentional injuries),0
430,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Alzheimer's disease,0
431,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Assault (homicide),0
432,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Cerebrovascular diseases,0
433,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
434,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
435,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,0
436,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,203
437,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
438,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
439,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
440,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,121
441,2016,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
442,2016,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
443,2016,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),3472
444,2016,Race-Ethnicity,Hispanic,Alzheimer's disease,1999
445,2016,Race-Ethnicity,Hispanic,Assault (homicide),844
446,2016,Race-Ethnicity,Hispanic,Cerebrovascular diseases,2840
447,2016,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,1916
448,2016,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,1263
449,2016,Race-Ethnicity,Hispanic,Diabetes mellitus,2694
450,2016,Race-Ethnicity,Hispanic,Diseases of heart,9868
451,2016,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,842
452,2016,Race-Ethnicity,Hispanic,Influenza and pneumonia,1040
453,2016,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),727
454,2016,Race-Ethnicity,Hispanic,Malignant neoplasms,10841
455,2016,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",862
456,2016,Race-Ethnicity,Hispanic,Parkinson's disease,298
457,2016,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),99
458,2016,Race-Ethnicity,Multi-Race,Alzheimer's disease,18
459,2016,Race-Ethnicity,Multi-Race,Assault (homicide),0
460,2016,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,38
461,2016,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
462,2016,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,53
463,2016,Race-Ethnicity,Multi-Race,Diabetes mellitus,16
464,2016,Race-Ethnicity,Multi-Race,Diseases of heart,327
465,2016,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
466,2016,Race-Ethnicity,Multi-Race,Influenza and pneumonia,0
467,2016,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),13
468,2016,Race-Ethnicity,Multi-Race,Malignant neoplasms,404
469,2016,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
470,2016,Race-Ethnicity,Multi-Race,Parkinson's disease,0
471,2016,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),0
472,2016,Race-Ethnicity,Other/Unknown,Alzheimer's disease,28
473,2016,Race-Ethnicity,Other/Unknown,Assault (homicide),0
474,2016,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,14
475,2016,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,15
476,2016,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,29
477,2016,Race-Ethnicity,Other/Unknown,Diabetes mellitus,11
478,2016,Race-Ethnicity,Other/Unknown,Diseases of heart,126
479,2016,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,0
480,2016,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,19
481,2016,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
482,2016,Race-Ethnicity,Other/Unknown,Malignant neoplasms,116
483,2016,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
484,2016,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
485,2016,Race-Ethnicity,White,Accidents (unintentional injuries),7453
486,2016,Race-Ethnicity,White,Alzheimer's disease,11032
487,2016,Race-Ethnicity,White,Assault (homicide),284
488,2016,Race-Ethnicity,White,Cerebrovascular diseases,9045
489,2016,Race-Ethnicity,White,Chronic liver disease and cirrhosis,2505
490,2016,Race-Ethnicity,White,Chronic lower respiratory diseases,10129
491,2016,Race-Ethnicity,White,Diabetes mellitus,3863
492,2016,Race-Ethnicity,White,Diseases of heart,40048
493,2016,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,2689
494,2016,Race-Ethnicity,White,Influenza and pneumonia,3165
495,2016,Race-Ethnicity,White,Intentional self-harm (suicide),2548
496,2016,Race-Ethnicity,White,Malignant neoplasms,36582
497,2016,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",1505
498,2016,Race-Ethnicity,White,Parkinson's disease,1991
499,2016,Total Population,Total Population,Accidents (unintentional injuries),13413
500,2016,Total Population,Total Population,Alzheimer's disease,15545
501,2016,Total Population,Total Population,Assault (homicide),1965
502,2016,Total Population,Total Population,Cerebrovascular diseases,15653
503,2016,Total Population,Total Population,Chronic liver disease and cirrhosis,5252
504,2016,Total Population,Total Population,Chronic lower respiratory diseases,13668
505,2016,Total Population,Total Population,Diabetes mellitus,9059
506,2016,Total Population,Total Population,Diseases of heart,61903
507,2016,Total Population,Total Population,Essential hypertension and hypertensive renal disease,5046
508,2016,Total Population,Total Population,Influenza and pneumonia,5928
509,2016,Total Population,Total Population,Intentional self-harm (suicide),4244
510,2016,Total Population,Total Population,Malignant neoplasms,59789
511,2016,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",3512
512,2016,Total Population,Total Population,Parkinson's disease,3029
513,2017,Age,1-4 years,All causes (total),215
514,2017,Age,15-24 years,All causes (total),3031
515,2017,Age,25-34 years,All causes (total),5170
516,2017,Age,35-44 years,All causes (total),7103
517,2017,Age,45-54 years,All causes (total),15896
518,2017,Age,5-14 years,All causes (total),370
519,2017,Age,55-64 years,All causes (total),34370
520,2017,Age,65-74 years,All causes (total),48298
521,2017,Age,75-84 years,All causes (total),60672
522,2017,Age,85 years and over,All causes (total),91484
523,2017,Age,Under 1 year,All causes (total),1914
524,2017,Gender,Female,Accidents (unintentional injuries),4459
525,2017,Gender,Female,Alzheimer's disease,10905
526,2017,Gender,Female,Assault (homicide),248
527,2017,Gender,Female,Cerebrovascular diseases,9280
528,2017,Gender,Female,Chronic liver disease and cirrhosis,1790
529,2017,Gender,Female,Chronic lower respiratory diseases,7246
530,2017,Gender,Female,Diabetes mellitus,4067
531,2017,Gender,Female,Diseases of heart,28855
532,2017,Gender,Female,Essential hypertension and hypertensive renal disease,2934
533,2017,Gender,Female,Influenza and pneumonia,3102
534,2017,Gender,Female,Intentional self-harm (suicide),854
535,2017,Gender,Female,Malignant neoplasms,28929
536,2017,Gender,Female,"Nephritis, nephrotic syndrome and nephrosis",1734
537,2017,Gender,Female,Parkinson's disease,1202
538,2017,Gender,Male,Accidents (unintentional injuries),9350
539,2017,Gender,Male,Alzheimer's disease,5111
540,2017,Gender,Male,Assault (homicide),1060
541,2017,Gender,Male,Cerebrovascular diseases,6978
542,2017,Gender,Male,Chronic liver disease and cirrhosis,3274
543,2017,Gender,Male,Chronic lower respiratory diseases,6474
544,2017,Gender,Male,Diabetes mellitus,5337
545,2017,Gender,Male,Diseases of heart,34211
546,2017,Gender,Male,Essential hypertension and hypertensive renal disease,2384
547,2017,Gender,Male,Influenza and pneumonia,3032
548,2017,Gender,Male,Intentional self-harm (suicide),2910
549,2017,Gender,Male,Malignant neoplasms,30810
550,2017,Gender,Male,"Nephritis, nephrotic syndrome and nephrosis",1887
551,2017,Gender,Male,Parkinson's disease,1914
552,2017,Place Type,Decedent's Home,All causes (total),95488
553,2017,Place Type,Emergency Room/Outpatient,All causes (total),16147
554,2017,Place Type,Hospice Facility,All causes (total),5219
555,2017,Place Type,Inpatient,All causes (total),83354
556,2017,Place Type,Nursing Home/Long Term Care Facility,All causes (total),42823
557,2017,Place Type,Other/Unknown,All causes (total),24406
558,2017,Race-Ethnicity,American Indian/Alaskan Native,Accidents (unintentional injuries),64
559,2017,Race-Ethnicity,American Indian/Alaskan Native,Alzheimer's disease,0
560,2017,Race-Ethnicity,American Indian/Alaskan Native,Assault (homicide),0
561,2017,Race-Ethnicity,American Indian/Alaskan Native,Cerebrovascular diseases,0
562,2017,Race-Ethnicity,American Indian/Alaskan Native,Chronic liver disease and cirrhosis,0
563,2017,Race-Ethnicity,American Indian/Alaskan Native,Chronic lower respiratory diseases,0
564,2017,Race-Ethnicity,American Indian/Alaskan Native,Diabetes mellitus,0
565,2017,Race-Ethnicity,American Indian/Alaskan Native,Diseases of heart,107
566,2017,Race-Ethnicity,American Indian/Alaskan Native,Essential hypertension and hypertensive renal disease,0
567,2017,Race-Ethnicity,American Indian/Alaskan Native,Influenza and pneumonia,0
568,2017,Race-Ethnicity,American Indian/Alaskan Native,Intentional self-harm (suicide),0
569,2017,Race-Ethnicity,American Indian/Alaskan Native,Malignant neoplasms,131
570,2017,Race-Ethnicity,American Indian/Alaskan Native,"Nephritis, nephrotic syndrome and nephrosis",0
571,2017,Race-Ethnicity,American Indian/Alaskan Native,Parkinson's disease,0
572,2017,Race-Ethnicity,Asian,Accidents (unintentional injuries),879
573,2017,Race-Ethnicity,Asian,Alzheimer's disease,1227
574,2017,Race-Ethnicity,Asian,Assault (homicide),22
575,2017,Race-Ethnicity,Asian,Cerebrovascular diseases,2121
576,2017,Race-Ethnicity,Asian,Chronic liver disease and cirrhosis,146
577,2017,Race-Ethnicity,Asian,Chronic lower respiratory diseases,810
578,2017,Race-Ethnicity,Asian,Diabetes mellitus,1149
579,2017,Race-Ethnicity,Asian,Diseases of heart,5758
580,2017,Race-Ethnicity,Asian,Essential hypertension and hypertensive renal disease,696
581,2017,Race-Ethnicity,Asian,Influenza and pneumonia,836
582,2017,Race-Ethnicity,Asian,Intentional self-harm (suicide),309
583,2017,Race-Ethnicity,Asian,Malignant neoplasms,6754
584,2017,Race-Ethnicity,Asian,"Nephritis, nephrotic syndrome and nephrosis",483
585,2017,Race-Ethnicity,Asian,Parkinson's disease,292
586,2017,Race-Ethnicity,Black,Accidents (unintentional injuries),1055
587,2017,Race-Ethnicity,Black,Alzheimer's disease,862
588,2017,Race-Ethnicity,Black,Assault (homicide),476
589,2017,Race-Ethnicity,Black,Cerebrovascular diseases,1181
590,2017,Race-Ethnicity,Black,Chronic liver disease and cirrhosis,232
591,2017,Race-Ethnicity,Black,Chronic lower respiratory diseases,890
592,2017,Race-Ethnicity,Black,Diabetes mellitus,924
593,2017,Race-Ethnicity,Black,Diseases of heart,4932
594,2017,Race-Ethnicity,Black,Essential hypertension and hypertensive renal disease,540
595,2017,Race-Ethnicity,Black,Influenza and pneumonia,334
596,2017,Race-Ethnicity,Black,Intentional self-harm (suicide),91
597,2017,Race-Ethnicity,Black,Malignant neoplasms,4191
598,2017,Race-Ethnicity,Black,"Nephritis, nephrotic syndrome and nephrosis",378
599,2017,Race-Ethnicity,Black,Parkinson's disease,48
600,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Accidents (unintentional injuries),0
601,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Alzheimer's disease,0
602,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Assault (homicide),0
603,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Cerebrovascular diseases,11
604,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
605,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
606,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,14
607,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,177
608,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
609,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
610,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
611,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,139
612,2017,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
613,2017,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
614,2017,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),3714
615,2017,Race-Ethnicity,Hispanic,Alzheimer's disease,2207
616,2017,Race-Ethnicity,Hispanic,Assault (homicide),842
617,2017,Race-Ethnicity,Hispanic,Cerebrovascular diseases,2879
618,2017,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,1936
619,2017,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,1246
620,2017,Race-Ethnicity,Hispanic,Diabetes mellitus,2811
621,2017,Race-Ethnicity,Hispanic,Diseases of heart,10457
622,2017,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,975
623,2017,Race-Ethnicity,Hispanic,Influenza and pneumonia,1082
624,2017,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),766
625,2017,Race-Ethnicity,Hispanic,Malignant neoplasms,11136
626,2017,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",905
627,2017,Race-Ethnicity,Hispanic,Parkinson's disease,352
628,2017,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),110
629,2017,Race-Ethnicity,Multi-Race,Alzheimer's disease,14
630,2017,Race-Ethnicity,Multi-Race,Assault (homicide),0
631,2017,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,25
632,2017,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
633,2017,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,47
634,2017,Race-Ethnicity,Multi-Race,Diabetes mellitus,39
635,2017,Race-Ethnicity,Multi-Race,Diseases of heart,357
636,2017,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
637,2017,Race-Ethnicity,Multi-Race,Influenza and pneumonia,0
638,2017,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),21
639,2017,Race-Ethnicity,Multi-Race,Malignant neoplasms,362
640,2017,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
641,2017,Race-Ethnicity,Multi-Race,Parkinson's disease,0
642,2017,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),0
643,2017,Race-Ethnicity,Other/Unknown,Alzheimer's disease,13
644,2017,Race-Ethnicity,Other/Unknown,Assault (homicide),0
645,2017,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,29
646,2017,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,0
647,2017,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,39
648,2017,Race-Ethnicity,Other/Unknown,Diabetes mellitus,12
649,2017,Race-Ethnicity,Other/Unknown,Diseases of heart,213
650,2017,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,0
651,2017,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,0
652,2017,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
653,2017,Race-Ethnicity,Other/Unknown,Malignant neoplasms,94
654,2017,Race-Ethnicity,Other/Unknown,"Nephritis, nephrotic syndrome and nephrosis",0
655,2017,Race-Ethnicity,Other/Unknown,Parkinson's disease,0
656,2017,Race-Ethnicity,White,Accidents (unintentional injuries),7596
657,2017,Race-Ethnicity,White,Alzheimer's disease,11304
658,2017,Race-Ethnicity,White,Assault (homicide),209
659,2017,Race-Ethnicity,White,Cerebrovascular diseases,9563
660,2017,Race-Ethnicity,White,Chronic liver disease and cirrhosis,2416
661,2017,Race-Ethnicity,White,Chronic lower respiratory diseases,10116
662,2017,Race-Ethnicity,White,Diabetes mellitus,4069
663,2017,Race-Ethnicity,White,Diseases of heart,40379
664,2017,Race-Ethnicity,White,Essential hypertension and hypertensive renal disease,2892
665,2017,Race-Ethnicity,White,Influenza and pneumonia,3509
666,2017,Race-Ethnicity,White,Intentional self-harm (suicide),2583
667,2017,Race-Ethnicity,White,Malignant neoplasms,36150
668,2017,Race-Ethnicity,White,"Nephritis, nephrotic syndrome and nephrosis",1657
669,2017,Race-Ethnicity,White,Parkinson's disease,2141
670,2017,Total Population,Total Population,Accidents (unintentional injuries),14043
671,2017,Total Population,Total Population,Alzheimer's disease,16242
672,2017,Total Population,Total Population,Assault (homicide),1845
673,2017,Total Population,Total Population,Cerebrovascular diseases,16379
674,2017,Total Population,Total Population,Chronic liver disease and cirrhosis,5273
675,2017,Total Population,Total Population,Chronic lower respiratory diseases,13871
676,2017,Total Population,Total Population,Diabetes mellitus,9534
677,2017,Total Population,Total Population,Diseases of heart,63129
678,2017,Total Population,Total Population,Essential hypertension and hypertensive renal disease,5553
679,2017,Total Population,Total Population,Influenza and pneumonia,6292
680,2017,Total Population,Total Population,Intentional self-harm (suicide),4280
681,2017,Total Population,Total Population,Malignant neoplasms,59812
682,2017,Total Population,Total Population,"Nephritis, nephrotic syndrome and nephrosis",3801
683,2017,Total Population,Total Population,Parkinson's disease,3306
684,2018,Age,1-4 years,All causes (total),289
685,2018,Age,15-24 years,All causes (total),2837
686,2018,Age,25-34 years,All causes (total),5353
687,2018,Age,35-44 years,All causes (total),7464
688,2018,Age,45-54 years,All causes (total),15594
689,2018,Age,5-14 years,All causes (total),394
690,2018,Age,55-64 years,All causes (total),34482
691,2018,Age,65-74 years,All causes (total),49083
692,2018,Age,75-84 years,All causes (total),61844
693,2018,Age,85 years and over,All causes (total),90249
694,2018,Age,Under 1 year,All causes (total),1820
695,2018,Gender,Female,Accidents (unintentional injuries),4502
696,2018,Gender,Female,Alzheimer's disease,10914
697,2018,Gender,Female,Assault (homicide),246
698,2018,Gender,Female,Cerebrovascular diseases,9184
699,2018,Gender,Female,Chronic liver disease and cirrhosis,1816
700,2018,Gender,Female,Chronic lower respiratory diseases,7077
701,2018,Gender,Female,Diabetes mellitus,4122
702,2018,Gender,Female,Diseases of heart,28312
703,2018,Gender,Female,Essential hypertension and hypertensive renal disease,2925
704,2018,Gender,Female,Influenza and pneumonia,3300
705,2018,Gender,Female,Intentional self-harm (suicide),909
706,2018,Gender,Female,Malignant neoplasms,28873
707,2018,Gender,Female,"Nephritis, nephrotic syndrome and nephrosis",1669
708,2018,Gender,Female,Parkinson's disease,1241
709,2018,Gender,Male,Accidents (unintentional injuries),9720
710,2018,Gender,Male,Alzheimer's disease,5395
711,2018,Gender,Male,Assault (homicide),1073
712,2018,Gender,Male,Cerebrovascular diseases,7076
713,2018,Gender,Male,Chronic liver disease and cirrhosis,3306
714,2018,Gender,Male,Chronic lower respiratory diseases,6415
715,2018,Gender,Male,Diabetes mellitus,5164
716,2018,Gender,Male,Diseases of heart,34504
717,2018,Gender,Male,Essential hypertension and hypertensive renal disease,2418
718,2018,Gender,Male,Influenza and pneumonia,3421
719,2018,Gender,Male,Intentional self-harm (suicide),3093
720,2018,Gender,Male,Malignant neoplasms,31335
721,2018,Gender,Male,"Nephritis, nephrotic syndrome and nephrosis",2012
722,2018,Gender,Male,Parkinson's disease,1995
723,2018,Place Type,Decedent's Home,All causes (total),97429
724,2018,Place Type,Emergency Room/Outpatient,All causes (total),16006
725,2018,Place Type,Hospice Facility,All causes (total),5153
726,2018,Place Type,Inpatient,All causes (total),83922
727,2018,Place Type,Nursing Home/Long Term Care Facility,All causes (total),41438
728,2018,Place Type,Other/Unknown,All causes (total),24652
729,2018,Race-Ethnicity,American Indian/Alaskan Native,Accidents (unintentional injuries),11
730,2018,Race-Ethnicity,American Indian/Alaskan Native,Alzheimer's disease,0
731,2018,Race-Ethnicity,American Indian/Alaskan Native,Assault (homicide),0
732,2018,Race-Ethnicity,American Indian/Alaskan Native,Cerebrovascular diseases,0
733,2018,Race-Ethnicity,American Indian/Alaskan Native,Chronic liver disease and cirrhosis,14
734,2018,Race-Ethnicity,American Indian/Alaskan Native,Chronic lower respiratory diseases,0
735,2018,Race-Ethnicity,American Indian/Alaskan Native,Diabetes mellitus,0
736,2018,Race-Ethnicity,American Indian/Alaskan Native,Diseases of heart,152
737,2018,Race-Ethnicity,American Indian/Alaskan Native,Essential hypertension and hypertensive renal disease,0
738,2018,Race-Ethnicity,American Indian/Alaskan Native,Influenza and pneumonia,0
739,2018,Race-Ethnicity,American Indian/Alaskan Native,Intentional self-harm (suicide),0
740,2018,Race-Ethnicity,American Indian/Alaskan Native,Malignant neoplasms,98
741,2018,Race-Ethnicity,American Indian/Alaskan Native,"Nephritis, nephrotic syndrome and nephrosis",0
742,2018,Race-Ethnicity,American Indian/Alaskan Native,Parkinson's disease,0
743,2018,Race-Ethnicity,Asian,Accidents (unintentional injuries),881
744,2018,Race-Ethnicity,Asian,Alzheimer's disease,1332
745,2018,Race-Ethnicity,Asian,Assault (homicide),22
746,2018,Race-Ethnicity,Asian,Cerebrovascular diseases,2135
747,2018,Race-Ethnicity,Asian,Chronic liver disease and cirrhosis,186
748,2018,Race-Ethnicity,Asian,Chronic lower respiratory diseases,828
749,2018,Race-Ethnicity,Asian,Diabetes mellitus,1214
750,2018,Race-Ethnicity,Asian,Diseases of heart,5856
751,2018,Race-Ethnicity,Asian,Essential hypertension and hypertensive renal disease,716
752,2018,Race-Ethnicity,Asian,Influenza and pneumonia,970
753,2018,Race-Ethnicity,Asian,Intentional self-harm (suicide),337
754,2018,Race-Ethnicity,Asian,Malignant neoplasms,6978
755,2018,Race-Ethnicity,Asian,"Nephritis, nephrotic syndrome and nephrosis",504
756,2018,Race-Ethnicity,Asian,Parkinson's disease,302
757,2018,Race-Ethnicity,Black,Accidents (unintentional injuries),1102
758,2018,Race-Ethnicity,Black,Alzheimer's disease,826
759,2018,Race-Ethnicity,Black,Assault (homicide),388
760,2018,Race-Ethnicity,Black,Cerebrovascular diseases,1213
761,2018,Race-Ethnicity,Black,Chronic liver disease and cirrhosis,175
762,2018,Race-Ethnicity,Black,Chronic lower respiratory diseases,857
763,2018,Race-Ethnicity,Black,Diabetes mellitus,997
764,2018,Race-Ethnicity,Black,Diseases of heart,5147
765,2018,Race-Ethnicity,Black,Essential hypertension and hypertensive renal disease,539
766,2018,Race-Ethnicity,Black,Influenza and pneumonia,423
767,2018,Race-Ethnicity,Black,Intentional self-harm (suicide),96
768,2018,Race-Ethnicity,Black,Malignant neoplasms,4296
769,2018,Race-Ethnicity,Black,"Nephritis, nephrotic syndrome and nephrosis",326
770,2018,Race-Ethnicity,Black,Parkinson's disease,32
771,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Accidents (unintentional injuries),0
772,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Alzheimer's disease,0
773,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Assault (homicide),0
774,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Cerebrovascular diseases,0
775,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic liver disease and cirrhosis,0
776,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Chronic lower respiratory diseases,0
777,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Diabetes mellitus,33
778,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Diseases of heart,187
779,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Essential hypertension and hypertensive renal disease,0
780,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Influenza and pneumonia,0
781,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Intentional self-harm (suicide),0
782,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Malignant neoplasms,140
783,2018,Race-Ethnicity,Hawaiian/Pacific Islander,"Nephritis, nephrotic syndrome and nephrosis",0
784,2018,Race-Ethnicity,Hawaiian/Pacific Islander,Parkinson's disease,0
785,2018,Race-Ethnicity,Hispanic,Accidents (unintentional injuries),3976
786,2018,Race-Ethnicity,Hispanic,Alzheimer's disease,2520
787,2018,Race-Ethnicity,Hispanic,Assault (homicide),774
788,2018,Race-Ethnicity,Hispanic,Cerebrovascular diseases,3116
789,2018,Race-Ethnicity,Hispanic,Chronic liver disease and cirrhosis,1969
790,2018,Race-Ethnicity,Hispanic,Chronic lower respiratory diseases,1331
791,2018,Race-Ethnicity,Hispanic,Diabetes mellitus,2815
792,2018,Race-Ethnicity,Hispanic,Diseases of heart,10492
793,2018,Race-Ethnicity,Hispanic,Essential hypertension and hypertensive renal disease,997
794,2018,Race-Ethnicity,Hispanic,Influenza and pneumonia,1252
795,2018,Race-Ethnicity,Hispanic,Intentional self-harm (suicide),857
796,2018,Race-Ethnicity,Hispanic,Malignant neoplasms,11535
797,2018,Race-Ethnicity,Hispanic,"Nephritis, nephrotic syndrome and nephrosis",974
798,2018,Race-Ethnicity,Hispanic,Parkinson's disease,391
799,2018,Race-Ethnicity,Multi-Race,Accidents (unintentional injuries),148
800,2018,Race-Ethnicity,Multi-Race,Alzheimer's disease,30
801,2018,Race-Ethnicity,Multi-Race,Assault (homicide),0
802,2018,Race-Ethnicity,Multi-Race,Cerebrovascular diseases,30
803,2018,Race-Ethnicity,Multi-Race,Chronic liver disease and cirrhosis,0
804,2018,Race-Ethnicity,Multi-Race,Chronic lower respiratory diseases,33
805,2018,Race-Ethnicity,Multi-Race,Diabetes mellitus,11
806,2018,Race-Ethnicity,Multi-Race,Diseases of heart,412
807,2018,Race-Ethnicity,Multi-Race,Essential hypertension and hypertensive renal disease,0
808,2018,Race-Ethnicity,Multi-Race,Influenza and pneumonia,12
809,2018,Race-Ethnicity,Multi-Race,Intentional self-harm (suicide),15
810,2018,Race-Ethnicity,Multi-Race,Malignant neoplasms,434
811,2018,Race-Ethnicity,Multi-Race,"Nephritis, nephrotic syndrome and nephrosis",0
812,2018,Race-Ethnicity,Multi-Race,Parkinson's disease,0
813,2018,Race-Ethnicity,Other/Unknown,Accidents (unintentional injuries),25
814,2018,Race-Ethnicity,Other/Unknown,Alzheimer's disease,15
815,2018,Race-Ethnicity,Other/Unknown,Assault (homicide),0
816,2018,Race-Ethnicity,Other/Unknown,Cerebrovascular diseases,35
817,2018,Race-Ethnicity,Other/Unknown,Chronic liver disease and cirrhosis,17
818,2018,Race-Ethnicity,Other/Unknown,Chronic lower respiratory diseases,44
819,2018,Race-Ethnicity,Other/Unknown,Diabetes mellitus,24
820,2018,Race-Ethnicity,Other/Unknown,Diseases of heart,189
821,2018,Race-Ethnicity,Other/Unknown,Essential hypertension and hypertensive renal disease,12
822,2018,Race-Ethnicity,Other/Unknown,Influenza and pneumonia,17
823,2018,Race-Ethnicity,Other/Unknown,Intentional self-harm (suicide),0
824,2018,Race-Ethnicity,Other/Unknown,Malignant neoplasms,183
